,Unnamed: 0,Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
845,77,78,6.7,3.0,5.0,1.7,Iris-versicolor
1238,36,37,5.5,3.5,1.3,0.2,Iris-setosa
74,34,35,4.9,3.1,1.5,0.1,Iris-setosa
489,4,5,5.0,3.6,1.4,0.2,Iris-setosa
1349,6,7,4.6,3.4,1.4,0.3,Iris-setosa
1728,101,102,5.8,2.7,5.1,1.9,Iris-virginica
1371,91,92,6.1,3.0,4.6,1.4,Iris-versicolor
1507,71,72,6.1,2.8,4.0,1.3,Iris-versicolor
2036,13,14,4.3,3.0,1.1,0.1,Iris-setosa
3179,13,14,4.3,3.0,1.1,0.1,Iris-setosa
428,3,4,4.6,3.1,1.5,0.2,Iris-setosa
1185,8,9,4.4,2.9,1.4,0.2,Iris-setosa
987,113,114,5.7,2.5,5.0,2.0,Iris-virginica
1975,22,23,4.6,3.6,1.0,0.2,Iris-setosa
3111,96,97,5.7,2.9,4.2,1.3,Iris-versicolor
1908,129,130,7.2,3.0,5.8,1.6,Iris-virginica
706,96,97,5.7,2.9,4.2,1.3,Iris-versicolor
244,126,127,6.2,2.8,4.8,1.8,Iris-virginica
6,16,17,5.4,3.9,1.3,0.4,Iris-setosa
598,11,12,4.8,3.4,1.6,0.2,Iris-setosa
2431,28,29,5.2,3.4,1.4,0.2,Iris-setosa
1783,127,128,6.1,3.0,4.9,1.8,Iris-virginica
1317,126,127,6.2,2.8,4.8,1.8,Iris-virginica
2978,43,44,5.0,3.5,1.6,0.6,Iris-setosa
938,80,81,5.5,2.4,3.8,1.1,Iris-versicolor
2418,94,95,5.6,2.7,4.2,1.3,Iris-versicolor
1596,11,12,4.8,3.4,1.6,0.2,Iris-setosa
1655,77,78,6.7,3.0,5.0,1.7,Iris-versicolor
260,126,127,6.2,2.8,4.8,1.8,Iris-virginica
349,148,149,6.2,3.4,5.4,2.3,Iris-virginica
1279,19,20,5.1,3.8,1.5,0.3,Iris-setosa
3058,24,25,4.8,3.4,1.9,0.2,Iris-setosa
1278,36,37,5.5,3.5,1.3,0.2,Iris-setosa
247,133,134,6.3,2.8,5.1,1.5,Iris-virginica
1754,71,72,6.1,2.8,4.0,1.3,Iris-versicolor
1378,51,52,6.4,3.2,4.5,1.5,Iris-versicolor
2092,135,136,7.7,3.0,6.1,2.3,Iris-virginica
395,17,18,5.1,3.5,1.4,0.3,Iris-setosa
2026,38,39,4.4,3.0,1.3,0.2,Iris-setosa
1373,39,40,5.1,3.4,1.5,0.2,Iris-setosa
1140,37,38,4.9,3.1,1.5,0.1,Iris-setosa
392,58,59,6.6,2.9,4.6,1.3,Iris-versicolor
890,138,139,6.0,3.0,4.8,1.8,Iris-virginica
2871,13,14,4.3,3.0,1.1,0.1,Iris-setosa
2745,68,69,6.2,2.2,4.5,1.5,Iris-versicolor
325,33,34,5.5,4.2,1.4,0.2,Iris-setosa
927,47,48,4.6,3.2,1.4,0.2,Iris-setosa
1610,51,52,6.4,3.2,4.5,1.5,Iris-versicolor
858,98,99,5.1,2.5,3.0,1.1,Iris-versicolor
575,74,75,6.4,2.9,4.3,1.3,Iris-versicolor
2405,6,7,4.6,3.4,1.4,0.3,Iris-setosa
933,121,122,5.6,2.8,4.9,2.0,Iris-virginica
1152,18,19,5.7,3.8,1.7,0.3,Iris-setosa
519,130,131,7.4,2.8,6.1,1.9,Iris-virginica
2082,129,130,7.2,3.0,5.8,1.6,Iris-virginica
1024,66,67,5.6,3.0,4.5,1.5,Iris-versicolor
1364,41,42,4.5,2.3,1.3,0.3,Iris-setosa
2171,96,97,5.7,2.9,4.2,1.3,Iris-versicolor
1834,64,65,5.6,2.9,3.6,1.3,Iris-versicolor
112,127,128,6.1,3.0,4.9,1.8,Iris-virginica
275,146,147,6.3,2.5,5.0,1.9,Iris-virginica
424,144,145,6.7,3.3,5.7,2.5,Iris-virginica
3025,104,105,6.5,3.0,5.8,2.2,Iris-virginica
1805,125,126,7.2,3.2,6.0,1.8,Iris-virginica
1324,36,37,5.5,3.5,1.3,0.2,Iris-setosa
2576,75,76,6.6,3.0,4.4,1.4,Iris-versicolor
133,22,23,4.6,3.6,1.0,0.2,Iris-setosa
1085,54,55,6.5,2.8,4.6,1.5,Iris-versicolor
867,91,92,6.1,3.0,4.6,1.4,Iris-versicolor
2383,71,72,6.1,2.8,4.0,1.3,Iris-versicolor
928,48,49,5.3,3.7,1.5,0.2,Iris-setosa
1447,136,137,6.3,3.4,5.6,2.4,Iris-virginica
1786,104,105,6.5,3.0,5.8,2.2,Iris-virginica
581,41,42,4.5,2.3,1.3,0.3,Iris-setosa
2206,130,131,7.4,2.8,6.1,1.9,Iris-virginica
2272,27,28,5.2,3.5,1.5,0.2,Iris-setosa
1974,116,117,6.5,3.0,5.5,1.8,Iris-virginica
835,84,85,5.4,3.0,4.5,1.5,Iris-versicolor
2763,119,120,6.0,2.2,5.0,1.5,Iris-virginica
1387,46,47,5.1,3.8,1.6,0.2,Iris-setosa
2733,33,34,5.5,4.2,1.4,0.2,Iris-setosa
299,98,99,5.1,2.5,3.0,1.1,Iris-versicolor
2902,43,44,5.0,3.5,1.6,0.6,Iris-setosa
1947,118,119,7.7,2.6,6.9,2.3,Iris-virginica
829,45,46,4.8,3.0,1.4,0.3,Iris-setosa
2103,89,90,5.5,2.5,4.0,1.3,Iris-versicolor
1855,59,60,5.2,2.7,3.9,1.4,Iris-versicolor
2909,80,81,5.5,2.4,3.8,1.1,Iris-versicolor
1842,94,95,5.6,2.7,4.2,1.3,Iris-versicolor
2682,140,141,6.7,3.1,5.6,2.4,Iris-virginica
2749,58,59,6.6,2.9,4.6,1.3,Iris-versicolor
2194,143,144,6.8,3.2,5.9,2.3,Iris-virginica
770,58,59,6.6,2.9,4.6,1.3,Iris-versicolor
2400,149,150,5.9,3.0,5.1,1.8,Iris-virginica
322,42,43,4.4,3.2,1.3,0.2,Iris-setosa
2928,15,16,5.7,4.4,1.5,0.4,Iris-setosa
1943,54,55,6.5,2.8,4.6,1.5,Iris-versicolor
1734,101,102,5.8,2.7,5.1,1.9,Iris-virginica
882,61,62,5.9,3.0,4.2,1.5,Iris-versicolor
796,109,110,7.2,3.6,6.1,2.5,Iris-virginica
582,87,88,6.3,2.3,4.4,1.3,Iris-versicolor
794,6,7,4.6,3.4,1.4,0.3,Iris-setosa
2548,13,14,4.3,3.0,1.1,0.1,Iris-setosa
1468,46,47,5.1,3.8,1.6,0.2,Iris-setosa
2973,90,91,5.5,2.6,4.4,1.2,Iris-versicolor
509,126,127,6.2,2.8,4.8,1.8,Iris-virginica
2612,31,32,5.4,3.4,1.5,0.4,Iris-setosa
2122,147,148,6.5,3.0,5.2,2.0,Iris-virginica
748,4,5,5.0,3.6,1.4,0.2,Iris-setosa
2939,62,63,6.0,2.2,4.0,1.0,Iris-versicolor
788,63,64,6.1,2.9,4.7,1.4,Iris-versicolor
6,16,17,5.4,3.9,1.3,0.4,Iris-setosa
1861,28,29,5.2,3.4,1.4,0.2,Iris-setosa
2277,101,102,5.8,2.7,5.1,1.9,Iris-virginica
550,127,128,6.1,3.0,4.9,1.8,Iris-virginica
469,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
2310,33,34,5.5,4.2,1.4,0.2,Iris-setosa
354,55,56,5.7,2.8,4.5,1.3,Iris-versicolor
1099,96,97,5.7,2.9,4.2,1.3,Iris-versicolor
709,90,91,5.5,2.6,4.4,1.2,Iris-versicolor
3134,102,103,7.1,3.0,5.9,2.1,Iris-virginica
185,27,28,5.2,3.5,1.5,0.2,Iris-setosa
445,9,10,4.9,3.1,1.5,0.1,Iris-setosa
2799,22,23,4.6,3.6,1.0,0.2,Iris-setosa
405,74,75,6.4,2.9,4.3,1.3,Iris-versicolor
1253,91,92,6.1,3.0,4.6,1.4,Iris-versicolor
2660,25,26,5.0,3.0,1.6,0.2,Iris-setosa
2520,19,20,5.1,3.8,1.5,0.3,Iris-setosa
946,43,44,5.0,3.5,1.6,0.6,Iris-setosa
1067,127,128,6.1,3.0,4.9,1.8,Iris-virginica
2092,135,136,7.7,3.0,6.1,2.3,Iris-virginica
2449,93,94,5.0,2.3,3.3,1.0,Iris-versicolor
1639,52,53,6.9,3.1,4.9,1.5,Iris-versicolor
1509,117,118,7.7,3.8,6.7,2.2,Iris-virginica
2139,89,90,5.5,2.5,4.0,1.3,Iris-versicolor
2633,41,42,4.5,2.3,1.3,0.3,Iris-setosa
1090,29,30,4.7,3.2,1.6,0.2,Iris-setosa
3140,98,99,5.1,2.5,3.0,1.1,Iris-versicolor
2790,60,61,5.0,2.0,3.5,1.0,Iris-versicolor
1505,64,65,5.6,2.9,3.6,1.3,Iris-versicolor
327,114,115,5.8,2.8,5.1,2.4,Iris-virginica
1433,24,25,4.8,3.4,1.9,0.2,Iris-setosa
1342,134,135,6.1,2.6,5.6,1.4,Iris-virginica
511,53,54,5.5,2.3,4.0,1.3,Iris-versicolor
2310,33,34,5.5,4.2,1.4,0.2,Iris-setosa
1120,27,28,5.2,3.5,1.5,0.2,Iris-setosa
1999,22,23,4.6,3.6,1.0,0.2,Iris-setosa
2895,16,17,5.4,3.9,1.3,0.4,Iris-setosa
3023,45,46,4.8,3.0,1.4,0.3,Iris-setosa
322,42,43,4.4,3.2,1.3,0.2,Iris-setosa
41,77,78,6.7,3.0,5.0,1.7,Iris-versicolor
1344,27,28,5.2,3.5,1.5,0.2,Iris-setosa
1344,27,28,5.2,3.5,1.5,0.2,Iris-setosa
2984,104,105,6.5,3.0,5.8,2.2,Iris-virginica
599,22,23,4.6,3.6,1.0,0.2,Iris-setosa
2932,37,38,4.9,3.1,1.5,0.1,Iris-setosa
2270,109,110,7.2,3.6,6.1,2.5,Iris-virginica
284,72,73,6.3,2.5,4.9,1.5,Iris-versicolor
661,39,40,5.1,3.4,1.5,0.2,Iris-setosa
154,100,101,6.3,3.3,6.0,2.5,Iris-virginica
2249,1,2,4.9,3.0,1.4,0.2,Iris-setosa
191,84,85,5.4,3.0,4.5,1.5,Iris-versicolor
57,25,26,5.0,3.0,1.6,0.2,Iris-setosa
3090,135,136,7.7,3.0,6.1,2.3,Iris-virginica
2727,102,103,7.1,3.0,5.9,2.1,Iris-virginica
2429,124,125,6.7,3.3,5.7,2.1,Iris-virginica
2634,18,19,5.7,3.8,1.7,0.3,Iris-setosa
2246,42,43,4.4,3.2,1.3,0.2,Iris-setosa
1807,24,25,4.8,3.4,1.9,0.2,Iris-setosa
1893,81,82,5.5,2.4,3.7,1.0,Iris-versicolor
667,53,54,5.5,2.3,4.0,1.3,Iris-versicolor
1047,19,20,5.1,3.8,1.5,0.3,Iris-setosa
1278,36,37,5.5,3.5,1.3,0.2,Iris-setosa
2666,115,116,6.4,3.2,5.3,2.3,Iris-virginica
69,57,58,4.9,2.4,3.3,1.0,Iris-versicolor
695,18,19,5.7,3.8,1.7,0.3,Iris-setosa
2989,12,13,4.8,3.0,1.4,0.1,Iris-setosa
1862,49,50,5.0,3.3,1.4,0.2,Iris-setosa
2126,12,13,4.8,3.0,1.4,0.1,Iris-setosa
953,98,99,5.1,2.5,3.0,1.1,Iris-versicolor
3100,125,126,7.2,3.2,6.0,1.8,Iris-virginica
2220,92,93,5.8,2.6,4.0,1.2,Iris-versicolor
1556,4,5,5.0,3.6,1.4,0.2,Iris-setosa
3177,85,86,6.0,3.4,4.5,1.6,Iris-versicolor
1548,122,123,7.7,2.8,6.7,2.0,Iris-virginica
1509,117,118,7.7,3.8,6.7,2.2,Iris-virginica
667,53,54,5.5,2.3,4.0,1.3,Iris-versicolor
275,146,147,6.3,2.5,5.0,1.9,Iris-virginica
136,1,2,4.9,3.0,1.4,0.2,Iris-setosa
30,1,2,4.9,3.0,1.4,0.2,Iris-setosa
2919,31,32,5.4,3.4,1.5,0.4,Iris-setosa
551,145,146,6.7,3.0,5.2,2.3,Iris-virginica
2038,3,4,4.6,3.1,1.5,0.2,Iris-setosa
446,47,48,4.6,3.2,1.4,0.2,Iris-setosa
2322,10,11,5.4,3.7,1.5,0.2,Iris-setosa
1728,101,102,5.8,2.7,5.1,1.9,Iris-virginica
1696,2,3,4.7,3.2,1.3,0.2,Iris-setosa
2114,26,27,5.0,3.4,1.6,0.4,Iris-setosa
892,55,56,5.7,2.8,4.5,1.3,Iris-versicolor
1069,125,126,7.2,3.2,6.0,1.8,Iris-virginica
2771,35,36,5.0,3.2,1.2,0.2,Iris-setosa
883,67,68,5.8,2.7,4.1,1.0,Iris-versicolor
1513,16,17,5.4,3.9,1.3,0.4,Iris-setosa
2579,13,14,4.3,3.0,1.1,0.1,Iris-setosa
519,130,131,7.4,2.8,6.1,1.9,Iris-virginica
617,117,118,7.7,3.8,6.7,2.2,Iris-virginica
797,129,130,7.2,3.0,5.8,1.6,Iris-virginica
1816,119,120,6.0,2.2,5.0,1.5,Iris-virginica
237,121,122,5.6,2.8,4.9,2.0,Iris-virginica
3122,65,66,6.7,3.1,4.4,1.4,Iris-versicolor
1307,92,93,5.8,2.6,4.0,1.2,Iris-versicolor
375,11,12,4.8,3.4,1.6,0.2,Iris-setosa
1775,1,2,4.9,3.0,1.4,0.2,Iris-setosa
2188,32,33,5.2,4.1,1.5,0.1,Iris-setosa
1414,94,95,5.6,2.7,4.2,1.3,Iris-versicolor
1762,113,114,5.7,2.5,5.0,2.0,Iris-virginica
1757,125,126,7.2,3.2,6.0,1.8,Iris-virginica
1634,3,4,4.6,3.1,1.5,0.2,Iris-setosa
189,1,2,4.9,3.0,1.4,0.2,Iris-setosa
2218,98,99,5.1,2.5,3.0,1.1,Iris-versicolor
2424,138,139,6.0,3.0,4.8,1.8,Iris-virginica
1561,7,8,5.0,3.4,1.5,0.2,Iris-setosa
1005,86,87,6.7,3.1,4.7,1.5,Iris-versicolor
875,121,122,5.6,2.8,4.9,2.0,Iris-virginica
2143,132,133,6.4,2.8,5.6,2.2,Iris-virginica
2105,11,12,4.8,3.4,1.6,0.2,Iris-setosa
1333,87,88,6.3,2.3,4.4,1.3,Iris-versicolor
1282,9,10,4.9,3.1,1.5,0.1,Iris-setosa
2907,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
3078,14,15,5.8,4.0,1.2,0.2,Iris-setosa
2615,82,83,5.8,2.7,3.9,1.2,Iris-versicolor
1379,32,33,5.2,4.1,1.5,0.1,Iris-setosa
2624,88,89,5.6,3.0,4.1,1.3,Iris-versicolor
572,34,35,4.9,3.1,1.5,0.1,Iris-setosa
106,122,123,7.7,2.8,6.7,2.0,Iris-virginica
2764,68,69,6.2,2.2,4.5,1.5,Iris-versicolor
838,148,149,6.2,3.4,5.4,2.3,Iris-virginica
285,37,38,4.9,3.1,1.5,0.1,Iris-setosa
2186,107,108,7.3,2.9,6.3,1.8,Iris-virginica
3060,32,33,5.2,4.1,1.5,0.1,Iris-setosa
2534,91,92,6.1,3.0,4.6,1.4,Iris-versicolor
1712,65,66,6.7,3.1,4.4,1.4,Iris-versicolor
1909,76,77,6.8,2.8,4.8,1.4,Iris-versicolor
3117,92,93,5.8,2.6,4.0,1.2,Iris-versicolor
2131,93,94,5.0,2.3,3.3,1.0,Iris-versicolor
1710,144,145,6.7,3.3,5.7,2.5,Iris-virginica
347,65,66,6.7,3.1,4.4,1.4,Iris-versicolor
1906,47,48,4.6,3.2,1.4,0.2,Iris-setosa
1712,65,66,6.7,3.1,4.4,1.4,Iris-versicolor
1135,120,121,6.9,3.2,5.7,2.3,Iris-virginica
2877,10,11,5.4,3.7,1.5,0.2,Iris-setosa
2027,87,88,6.3,2.3,4.4,1.3,Iris-versicolor
299,98,99,5.1,2.5,3.0,1.1,Iris-versicolor
2964,59,60,5.2,2.7,3.9,1.4,Iris-versicolor
2784,90,91,5.5,2.6,4.4,1.2,Iris-versicolor
1236,43,44,5.0,3.5,1.6,0.6,Iris-setosa
1241,7,8,5.0,3.4,1.5,0.2,Iris-setosa
1540,66,67,5.6,3.0,4.5,1.5,Iris-versicolor
1586,100,101,6.3,3.3,6.0,2.5,Iris-virginica
1589,24,25,4.8,3.4,1.9,0.2,Iris-setosa
999,121,122,5.6,2.8,4.9,2.0,Iris-virginica
2629,43,44,5.0,3.5,1.6,0.6,Iris-setosa
151,136,137,6.3,3.4,5.6,2.4,Iris-virginica
848,91,92,6.1,3.0,4.6,1.4,Iris-versicolor
1589,24,25,4.8,3.4,1.9,0.2,Iris-setosa
3151,146,147,6.3,2.5,5.0,1.9,Iris-virginica
2894,74,75,6.4,2.9,4.3,1.3,Iris-versicolor
2606,108,109,6.7,2.5,5.8,1.8,Iris-virginica
691,148,149,6.2,3.4,5.4,2.3,Iris-virginica
655,143,144,6.8,3.2,5.9,2.3,Iris-virginica
1787,54,55,6.5,2.8,4.6,1.5,Iris-versicolor
251,87,88,6.3,2.3,4.4,1.3,Iris-versicolor
2956,9,10,4.9,3.1,1.5,0.1,Iris-setosa
525,31,32,5.4,3.4,1.5,0.4,Iris-setosa
1653,27,28,5.2,3.5,1.5,0.2,Iris-setosa
2775,128,129,6.4,2.8,5.6,2.1,Iris-virginica
1818,114,115,5.8,2.8,5.1,2.4,Iris-virginica
724,138,139,6.0,3.0,4.8,1.8,Iris-virginica
1515,126,127,6.2,2.8,4.8,1.8,Iris-virginica
2741,54,55,6.5,2.8,4.6,1.5,Iris-versicolor
890,138,139,6.0,3.0,4.8,1.8,Iris-virginica
2698,75,76,6.6,3.0,4.4,1.4,Iris-versicolor
788,63,64,6.1,2.9,4.7,1.4,Iris-versicolor
1267,127,128,6.1,3.0,4.9,1.8,Iris-virginica
1927,120,121,6.9,3.2,5.7,2.3,Iris-virginica
801,118,119,7.7,2.6,6.9,2.3,Iris-virginica
1627,37,38,4.9,3.1,1.5,0.1,Iris-setosa
430,118,119,7.7,2.6,6.9,2.3,Iris-virginica
596,71,72,6.1,2.8,4.0,1.3,Iris-versicolor
285,37,38,4.9,3.1,1.5,0.1,Iris-setosa
1577,97,98,6.2,2.9,4.3,1.3,Iris-versicolor
230,118,119,7.7,2.6,6.9,2.3,Iris-virginica
1889,87,88,6.3,2.3,4.4,1.3,Iris-versicolor
1901,36,37,5.5,3.5,1.3,0.2,Iris-setosa
2663,88,89,5.6,3.0,4.1,1.3,Iris-versicolor
1272,82,83,5.8,2.7,3.9,1.2,Iris-versicolor
1297,49,50,5.0,3.3,1.4,0.2,Iris-setosa
3035,137,138,6.4,3.1,5.5,1.8,Iris-virginica
478,62,63,6.0,2.2,4.0,1.0,Iris-versicolor
549,54,55,6.5,2.8,4.6,1.5,Iris-versicolor
1837,21,22,5.1,3.7,1.5,0.4,Iris-setosa
2417,138,139,6.0,3.0,4.8,1.8,Iris-virginica
735,71,72,6.1,2.8,4.0,1.3,Iris-versicolor
1145,136,137,6.3,3.4,5.6,2.4,Iris-virginica
3045,97,98,6.2,2.9,4.3,1.3,Iris-versicolor
1091,38,39,4.4,3.0,1.3,0.2,Iris-setosa
592,110,111,6.5,3.2,5.1,2.0,Iris-virginica
1028,86,87,6.7,3.1,4.7,1.5,Iris-versicolor
1551,63,64,6.1,2.9,4.7,1.4,Iris-versicolor
1458,92,93,5.8,2.6,4.0,1.2,Iris-versicolor
503,43,44,5.0,3.5,1.6,0.6,Iris-setosa
992,12,13,4.8,3.0,1.4,0.1,Iris-setosa
1731,46,47,5.1,3.8,1.6,0.2,Iris-setosa
471,3,4,4.6,3.1,1.5,0.2,Iris-setosa
2947,128,129,6.4,2.8,5.6,2.1,Iris-virginica
392,58,59,6.6,2.9,4.6,1.3,Iris-versicolor
2685,103,104,6.3,2.9,5.6,1.8,Iris-virginica
424,144,145,6.7,3.3,5.7,2.5,Iris-virginica
2476,77,78,6.7,3.0,5.0,1.7,Iris-versicolor
1344,27,28,5.2,3.5,1.5,0.2,Iris-setosa
1008,69,70,5.6,2.5,3.9,1.1,Iris-versicolor
2258,47,48,4.6,3.2,1.4,0.2,Iris-setosa
1243,68,69,6.2,2.2,4.5,1.5,Iris-versicolor
1641,143,144,6.8,3.2,5.9,2.3,Iris-virginica
711,80,81,5.5,2.4,3.8,1.1,Iris-versicolor
698,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
1158,119,120,6.0,2.2,5.0,1.5,Iris-virginica
1857,6,7,4.6,3.4,1.4,0.3,Iris-setosa
1862,49,50,5.0,3.3,1.4,0.2,Iris-setosa
1162,134,135,6.1,2.6,5.6,1.4,Iris-virginica
132,54,55,6.5,2.8,4.6,1.5,Iris-versicolor
2519,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
2757,118,119,7.7,2.6,6.9,2.3,Iris-virginica
2786,128,129,6.4,2.8,5.6,2.1,Iris-virginica
1726,5,6,5.4,3.9,1.7,0.4,Iris-setosa
1266,119,120,6.0,2.2,5.0,1.5,Iris-virginica
915,145,146,6.7,3.0,5.2,2.3,Iris-virginica
721,82,83,5.8,2.7,3.9,1.2,Iris-versicolor
2461,16,17,5.4,3.9,1.3,0.4,Iris-setosa
1476,3,4,4.6,3.1,1.5,0.2,Iris-setosa
508,22,23,4.6,3.6,1.0,0.2,Iris-setosa
463,32,33,5.2,4.1,1.5,0.1,Iris-setosa
3141,105,106,7.6,3.0,6.6,2.1,Iris-virginica
1265,149,150,5.9,3.0,5.1,1.8,Iris-virginica
716,130,131,7.4,2.8,6.1,1.9,Iris-virginica
89,8,9,4.4,2.9,1.4,0.2,Iris-setosa
77,8,9,4.4,2.9,1.4,0.2,Iris-setosa
2131,93,94,5.0,2.3,3.3,1.0,Iris-versicolor
2595,76,77,6.8,2.8,4.8,1.4,Iris-versicolor
501,36,37,5.5,3.5,1.3,0.2,Iris-setosa
346,31,32,5.4,3.4,1.5,0.4,Iris-setosa
2831,82,83,5.8,2.7,3.9,1.2,Iris-versicolor
3135,147,148,6.5,3.0,5.2,2.0,Iris-virginica
242,144,145,6.7,3.3,5.7,2.5,Iris-virginica
2970,93,94,5.0,2.3,3.3,1.0,Iris-versicolor
2569,5,6,5.4,3.9,1.7,0.4,Iris-setosa
2377,139,140,6.9,3.1,5.4,2.1,Iris-virginica
2723,34,35,4.9,3.1,1.5,0.1,Iris-setosa
2061,127,128,6.1,3.0,4.9,1.8,Iris-virginica
1489,112,113,6.8,3.0,5.5,2.1,Iris-virginica
1146,136,137,6.3,3.4,5.6,2.4,Iris-virginica
2197,18,19,5.7,3.8,1.7,0.3,Iris-setosa
491,51,52,6.4,3.2,4.5,1.5,Iris-versicolor
1756,106,107,4.9,2.5,4.5,1.7,Iris-virginica
274,39,40,5.1,3.4,1.5,0.2,Iris-setosa
181,69,70,5.6,2.5,3.9,1.1,Iris-versicolor
1010,103,104,6.3,2.9,5.6,1.8,Iris-virginica
1709,9,10,4.9,3.1,1.5,0.1,Iris-setosa
197,59,60,5.2,2.7,3.9,1.4,Iris-versicolor
1988,130,131,7.4,2.8,6.1,1.9,Iris-virginica
1707,105,106,7.6,3.0,6.6,2.1,Iris-virginica
211,115,116,6.4,3.2,5.3,2.3,Iris-virginica
3091,138,139,6.0,3.0,4.8,1.8,Iris-virginica
2562,45,46,4.8,3.0,1.4,0.3,Iris-setosa
404,138,139,6.0,3.0,4.8,1.8,Iris-virginica
777,18,19,5.7,3.8,1.7,0.3,Iris-setosa
161,35,36,5.0,3.2,1.2,0.2,Iris-setosa
2170,84,85,5.4,3.0,4.5,1.5,Iris-versicolor
27,88,89,5.6,3.0,4.1,1.3,Iris-versicolor
25,49,50,5.0,3.3,1.4,0.2,Iris-setosa
35,92,93,5.8,2.6,4.0,1.2,Iris-versicolor
924,72,73,6.3,2.5,4.9,1.5,Iris-versicolor
587,101,102,5.8,2.7,5.1,1.9,Iris-virginica
2446,30,31,4.8,3.1,1.6,0.2,Iris-setosa
677,17,18,5.1,3.5,1.4,0.3,Iris-setosa
1847,69,70,5.6,2.5,3.9,1.1,Iris-versicolor
1171,10,11,5.4,3.7,1.5,0.2,Iris-setosa
2034,74,75,6.4,2.9,4.3,1.3,Iris-versicolor
2855,33,34,5.5,4.2,1.4,0.2,Iris-setosa
2815,65,66,6.7,3.1,4.4,1.4,Iris-versicolor
900,123,124,6.3,2.7,4.9,1.8,Iris-virginica
152,13,14,4.3,3.0,1.1,0.1,Iris-setosa
2040,19,20,5.1,3.8,1.5,0.3,Iris-setosa
314,108,109,6.7,2.5,5.8,1.8,Iris-virginica
2508,35,36,5.0,3.2,1.2,0.2,Iris-setosa
1393,1,2,4.9,3.0,1.4,0.2,Iris-setosa
1772,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
282,33,34,5.5,4.2,1.4,0.2,Iris-setosa
845,77,78,6.7,3.0,5.0,1.7,Iris-versicolor
2563,110,111,6.5,3.2,5.1,2.0,Iris-virginica
2017,65,66,6.7,3.1,4.4,1.4,Iris-versicolor
52,75,76,6.6,3.0,4.4,1.4,Iris-versicolor
312,90,91,5.5,2.6,4.4,1.2,Iris-versicolor
2219,121,122,5.6,2.8,4.9,2.0,Iris-virginica
272,55,56,5.7,2.8,4.5,1.3,Iris-versicolor
2717,139,140,6.9,3.1,5.4,2.1,Iris-virginica
1513,16,17,5.4,3.9,1.3,0.4,Iris-setosa
2229,71,72,6.1,2.8,4.0,1.3,Iris-versicolor
1900,59,60,5.2,2.7,3.9,1.4,Iris-versicolor
2450,61,62,5.9,3.0,4.2,1.5,Iris-versicolor
1195,119,120,6.0,2.2,5.0,1.5,Iris-virginica
68,49,50,5.0,3.3,1.4,0.2,Iris-setosa
2691,102,103,7.1,3.0,5.9,2.1,Iris-virginica
2911,15,16,5.7,4.4,1.5,0.4,Iris-setosa
2538,112,113,6.8,3.0,5.5,2.1,Iris-virginica
264,5,6,5.4,3.9,1.7,0.4,Iris-setosa
2774,17,18,5.1,3.5,1.4,0.3,Iris-setosa
2825,37,38,4.9,3.1,1.5,0.1,Iris-setosa
1717,101,102,5.8,2.7,5.1,1.9,Iris-virginica
2827,28,29,5.2,3.4,1.4,0.2,Iris-setosa
39,57,58,4.9,2.4,3.3,1.0,Iris-versicolor
1812,16,17,5.4,3.9,1.3,0.4,Iris-setosa
1983,7,8,5.0,3.4,1.5,0.2,Iris-setosa
583,127,128,6.1,3.0,4.9,1.8,Iris-virginica
686,136,137,6.3,3.4,5.6,2.4,Iris-virginica
591,5,6,5.4,3.9,1.7,0.4,Iris-setosa
1648,50,51,7.0,3.2,4.7,1.4,Iris-versicolor
1719,20,21,5.4,3.4,1.7,0.2,Iris-setosa
2658,147,148,6.5,3.0,5.2,2.0,Iris-virginica
1196,111,112,6.4,2.7,5.3,1.9,Iris-virginica
1148,90,91,5.5,2.6,4.4,1.2,Iris-versicolor
1634,3,4,4.6,3.1,1.5,0.2,Iris-setosa
1034,20,21,5.4,3.4,1.7,0.2,Iris-setosa
663,115,116,6.4,3.2,5.3,2.3,Iris-virginica
1664,116,117,6.5,3.0,5.5,1.8,Iris-virginica
380,29,30,4.7,3.2,1.6,0.2,Iris-setosa
137,64,65,5.6,2.9,3.6,1.3,Iris-versicolor
645,29,30,4.7,3.2,1.6,0.2,Iris-setosa
2785,94,95,5.6,2.7,4.2,1.3,Iris-versicolor
657,101,102,5.8,2.7,5.1,1.9,Iris-virginica
2119,120,121,6.9,3.2,5.7,2.3,Iris-virginica
2795,145,146,6.7,3.0,5.2,2.3,Iris-virginica
2441,17,18,5.1,3.5,1.4,0.3,Iris-setosa
594,67,68,5.8,2.7,4.1,1.0,Iris-versicolor
2471,126,127,6.2,2.8,4.8,1.8,Iris-virginica
1808,3,4,4.6,3.1,1.5,0.2,Iris-setosa
1918,46,47,5.1,3.8,1.6,0.2,Iris-setosa
949,45,46,4.8,3.0,1.4,0.3,Iris-setosa
2112,50,51,7.0,3.2,4.7,1.4,Iris-versicolor
2864,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
